Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Nyon;1260;00;472;Nyon;5724;VD;99.62%;2507195;1137794;fr;01.07.2008
Nyon;1260;00;472;Prangins;5725;VD;0.39%;2507744;1138602;fr;01.07.2008
Marchissy;1261;32;491;Marchissy;5430;VD;100%;2508423;1149295;fr;01.07.2008
Le Vaud;1261;33;492;Le Vaud;5731;VD;100%;2507735;1148027;fr;01.07.2008
Longirod;1261;35;494;Longirod;5429;VD;100%;2509385;1150044;fr;01.07.2008
Eysins;1262;00;496;Eysins;5716;VD;100%;2505237;1137339;fr;01.07.2008
Crassier;1263;00;497;Crassier;5714;VD;100%;2502072;1136644;fr;01.07.2008
St-Cergue;1264;00;498;Saint-Cergue;5727;VD;99.27%;2501412;1144909;fr;01.07.2008
St-Cergue;1264;00;498;Arzier-Le Muids;5702;VD;0.73%;2500496;1146768;fr;01.07.2008
La Cure;1265;00;500;Saint-Cergue;5727;VD;100%;2495349;1146612;fr;01.07.2008
Duillier;1266;00;501;Duillier;5715;VD;100%;2507495;1140606;fr;01.07.2008
Vich;1267;01;5692;Vich;5732;VD;100%;2508724;1142585;fr;01.07.2008
Coinsins;1267;02;5693;Coinsins;5710;VD;100%;2507424;1142182;fr;01.07.2008
Begnins;1268;00;504;Begnins;5704;VD;100%;2508473;1144076;fr;01.07.2008
Burtigny;1268;02;490;Burtigny;5854;VD;92.62%;2509327;1146878;fr;01.07.2008
Burtigny;1268;02;490;Bursins;5853;VD;6.38%;2510892;1145794;fr;01.07.2008
Burtigny;1268;02;490;Vinzel;5863;VD;1.01%;2510447;1145729;fr;01.07.2008
Bassins;1269;00;493;Bassins;5703;VD;100%;2507115;1146961;fr;01.07.2008
Trélex;1270;00;485;Trélex;5730;VD;100%;2504987;1141352;fr;01.07.2008
Givrins;1271;00;486;Givrins;5720;VD;100%;2504817;1142891;fr;01.07.2008
Genolier;1272;00;487;Genolier;5718;VD;99.72%;2505949;1143614;fr;01.07.2008
Genolier;1272;00;487;Givrins;5720;VD;0.28%;2504769;1143687;fr;01.07.2008
Arzier-Le Muids;1273;00;489;Arzier-Le Muids;5702;VD;100%;2505576;1145712;fr;01.04.2015
Signy;1274;01;7420;Signy-Avenex;5728;VD;100%;2504640;1138429;fr;01.07.2008
Grens;1274;03;482;Grens;5722;VD;100%;2504070;1138894;fr;01.07.2008
Chéserex;1275;00;483;Chéserex;5709;VD;99.49%;2502678;1139556;fr;01.07.2008
Chéserex;1275;00;483;La Rippe;5726;VD;0.51%;2500730;1139398;fr;01.07.2008
Gingins;1276;00;484;Gingins;5719;VD;99.29%;2502997;1140744;fr;01.07.2008
Gingins;1276;00;484;Chéserex;5709;VD;0.14%;2497074;1142418;fr;01.07.2008
Gingins;1276;00;484;Saint-Cergue;5727;VD;0.57%;2502860;1142320;fr;01.07.2008
Borex;1277;00;478;Borex;5706;VD;100%;2502938;1137353;fr;01.07.2008
Arnex-sur-Nyon;1277;01;5861;Arnex-sur-Nyon;5701;VD;100%;2504107;1136745;fr;01.07.2008
La Rippe;1278;00;479;La Rippe;5726;VD;100%;2500964;1137763;fr;01.07.2008
Chavannes-de-Bogis;1279;00;480;Chavannes-de-Bogis;5707;VD;100%;2501774;1133152;fr;01.07.2008
Bogis-Bossey;1279;02;5862;Bogis-Bossey;5705;VD;100%;2502027;1134280;fr;01.07.2008
Russin;1281;00;506;Russin;6637;GE;99.37%;2490126;1116293;fr;01.07.2008
Russin;1281;00;506;Satigny;6638;GE;0.63%;2488996;1118340;fr;01.07.2008
La Plaine;1283;00;508;Dardagny;6620;GE;100%;2489207;1115057;fr;01.07.2008
Dardagny;1283;01;507;Dardagny;6620;GE;100%;2488499;1116998;fr;01.07.2008
Chancy;1284;00;509;Chancy;6611;GE;100%;2486793;1111951;fr;01.07.2008
Athenaz (Avusy);1285;00;510;Avusy;6604;GE;96.56%;2489185;1111816;fr;01.07.2008
Athenaz (Avusy);1285;00;510;Chancy;6611;GE;3.44%;2488207;1112401;fr;01.07.2008
Soral;1286;00;511;Soral;6639;GE;99.18%;2492136;1111099;fr;01.07.2008
Soral;1286;00;511;Bernex;6607;GE;0.82%;2492918;1112549;fr;01.07.2008
Laconnex;1287;00;512;Laconnex;6627;GE;100%;2491676;1112560;fr;01.07.2008
Aire-la-Ville;1288;00;513;Aire-la-Ville;6601;GE;100%;2492271;1116281;fr;01.07.2008
Versoix;1290;00;515;Versoix;6644;GE;96.63%;2501469;1126612;fr;01.07.2008
Versoix;1290;00;515;Collex-Bossy;6615;GE;3.16%;2499775;1126061;fr;01.07.2008
Versoix;1290;00;515;Mies;5723;VD;0.21%;2501324;1128288;fr;01.07.2008
Chavannes-des-Bois;1290;02;5863;Chavannes-des-Bois;5708;VD;100%;2499438;1130198;fr;01.07.2008
Commugny;1291;00;516;Commugny;5711;VD;100%;2502788;1130826;fr;01.07.2008
Chambésy;1292;00;517;Pregny-Chambésy;6634;GE;99.48%;2499875;1122238;fr;01.07.2008
Chambésy;1292;00;517;Genève;6621;GE;0.52%;2500335;1120406;fr;01.07.2008
Bellevue;1293;00;518;Bellevue;6606;GE;100%;2500325;1123479;fr;01.07.2008
Genthod;1294;00;519;Genthod;6622;GE;100%;2500764;1124524;fr;01.07.2008
Mies;1295;01;5634;Mies;5723;VD;100%;2502353;1128751;fr;01.07.2008
Tannay;1295;02;5635;Tannay;5729;VD;100%;2502865;1129537;fr;01.07.2008
Coppet;1296;00;522;Coppet;5712;VD;99.70%;2503801;1130782;fr;01.07.2008
Coppet;1296;00;522;Founex;5717;VD;0.30%;2504468.524;1131294.963;fr;01.07.2008
Founex;1297;00;523;Founex;5717;VD;99.58%;2504122;1132104;fr;01.07.2008
Founex;1297;00;523;Coppet;5712;VD;0.42%;2503682.743;1131554.954;fr;01.07.2008
Céligny;1298;00;524;Céligny;6610;GE;100%;2504579;1133912;fr;01.07.2008
Crans VD;1299;00;525;Crans (VD);5713;VD;100%;2505521;1135148;fr;01.01.2021
Vufflens-la-Ville;1302;00;526;Vufflens-la-Ville;5503;VD;100%;2530946;1158956;fr;01.07.2008
Penthaz;1303;00;554;Penthaz;5496;VD;100%;2531039;1161093;fr;01.07.2008
Cossonay-Ville;1304;00;528;Cossonay;5477;VD;100%;2528581;1162821;fr;01.07.2008
Dizy;1304;02;529;Dizy;5481;VD;100%;2527826;1165314;fr;01.07.2008
Allens;1304;03;7450;Cossonay;5477;VD;100%;2528774;1161398;fr;01.07.2008
Senarclens;1304;04;272;Senarclens;5499;VD;100%;2527200;1161335;fr;01.07.2008
Penthalaz;1305;00;531;Penthalaz;5495;VD;100%;2530061;1162550;fr;01.07.2008
Daillens;1306;00;553;Daillens;5480;VD;98.32%;2531855;1163692;fr;01.07.2008
Daillens;1306;00;553;Bettens;5471;VD;1.68%;2532776;1163455;fr;01.07.2008
Lussery-Villars;1307;00;530;Lussery-Villars;5487;VD;100%;2530161;1164998;fr;01.07.2008
La Chaux (Cossonay);1308;00;555;La Chaux (Cossonay);5474;VD;100%;2526052;1163256;fr;01.07.2008
Eclépens;1312;00;561;Eclépens;5482;VD;100%;2530651;1167123;fr;01.07.2008
Ferreyres;1313;00;557;Ferreyres;5483;VD;100%;2527000;1167926;fr;01.07.2008
La Sarraz;1315;00;532;La Sarraz;5498;VD;100%;2528909;1167878;fr;01.07.2008
Chevilly;1316;00;534;Chevilly;5476;VD;96.43%;2526339;1166177;fr;01.07.2008
Chevilly;1316;00;534;La Chaux (Cossonay);5474;VD;3.57%;2525592;1165214;fr;01.07.2008
Orny;1317;00;533;Orny;5493;VD;100%;2530180;1168924;fr;01.07.2008
Pompaples;1318;00;560;Pompaples;5497;VD;100%;2528975;1168854;fr;01.07.2008
Arnex-sur-Orbe;1321;00;559;Arnex-sur-Orbe;5743;VD;100%;2529645;1171762;fr;01.07.2008
Croy;1322;00;563;Croy;5752;VD;100%;2526442;1171898;fr;01.07.2008
Romainmôtier;1323;00;564;Romainmôtier-Envy;5761;VD;100%;2525487;1171909;fr;01.07.2008
Premier;1324;00;565;Premier;5759;VD;100%;2523999;1173131;fr;01.07.2008
Vaulion;1325;00;566;Vaulion;5765;VD;98.78%;2519550;1171265;fr;01.07.2008
Vaulion;1325;00;566;Mont-la-Ville;5491;VD;1.22%;2518105;1168550;fr;01.07.2008
Juriens;1326;00;567;Juriens;5754;VD;100%;2524237;1171485;fr;01.07.2008
Bretonnières;1329;00;562;Bretonnières;5748;VD;100%;2526165;1173997;fr;01.07.2008
Vallorbe;1337;00;535;Vallorbe;5764;VD;100%;2519161;1174129;fr;01.07.2008
Ballaigues;1338;00;538;Ballaigues;5744;VD;100%;2521668;1175980;fr;01.07.2008
L'Orient;1341;00;540;Le Chenit;5872;VD;100%;2508121;1161870;fr;01.05.2019
Le Pont;1342;00;543;L'Abbaye;5871;VD;100%;2515671.202;1169298.05;fr;01.07.2008
Les Charbonnières;1343;00;544;Le Lieu;5873;VD;100%;2514022;1169074;fr;01.07.2008
L'Abbaye;1344;00;542;L'Abbaye;5871;VD;100%;2514339;1167097;fr;01.07.2008
Le Lieu;1345;00;545;Le Lieu;5873;VD;100%;2511052;1166693;fr;01.07.2008
Le Séchey;1345;01;9297;Le Lieu;5873;VD;100%;2512796;1168256;fr;01.01.2013
Les Bioux;1346;00;541;L'Abbaye;5871;VD;100%;2510452;1163856;fr;01.07.2008
Le Sentier;1347;00;546;Le Chenit;5872;VD;100%;2507360;1162399;fr;01.07.2008
Le Solliat;1347;01;7447;Le Chenit;5872;VD;100%;2507640;1163727;fr;01.07.2008
Le Brassus;1348;00;550;Le Chenit;5872;VD;100%;2505785;1160065;fr;01.07.2008
Orbe;1350;00;571;Orbe;5757;VD;100%;2530761;1175226;fr;01.07.2008
Agiez;1352;00;574;Agiez;5742;VD;100%;2528862;1174685;fr;01.07.2008
Bofflens;1353;00;575;Bofflens;5747;VD;100%;2528121;1173002;fr;01.07.2008
Montcherand;1354;00;576;Montcherand;5756;VD;100%;2528961;1176248;fr;01.07.2008
L'Abergement;1355;00;577;L'Abergement;5741;VD;100%;2527404;1178558;fr;01.07.2008
Sergey;1355;02;5864;Sergey;5762;VD;100%;2528287;1178164;fr;01.07.2008
Les Clées;1356;00;578;Les Clées;5750;VD;100%;2525328;1176083;fr;01.07.2008
La Russille;1356;02;9028;Les Clées;5750;VD;100%;2526694;1176571;fr;01.07.2008
Lignerolle;1357;00;579;Lignerolle;5755;VD;97.95%;2524968;1177194;fr;01.07.2008
Lignerolle;1357;00;579;L'Abergement;5741;VD;2.06%;2525245;1179470;fr;01.07.2008
Valeyres-sous-Rances;1358;00;580;Valeyres-sous-Rances;5763;VD;100%;2530104;1178361;fr;01.07.2008
Bavois;1372;00;587;Bavois;5746;VD;95.94%;2533261;1170591;fr;01.07.2008
Bavois;1372;00;587;Orny;5493;VD;4.06%;2531960;1168662;fr;01.07.2008
Chavornay;1373;00;583;Chavornay;5749;VD;100%;2533641;1173128;fr;01.07.2008
Corcelles-sur-Chavornay;1374;00;588;Chavornay;5749;VD;100%;2535831;1172812;fr;01.07.2008
Penthéréaz;1375;00;589;Penthéréaz;5531;VD;100%;2536125;1170491;fr;01.07.2008
Goumoens-la-Ville;1376;00;590;Goumoëns;5541;VD;100%;2536206;1167895;fr;01.07.2008
Eclagnens;1376;02;5844;Goumoëns;5541;VD;100%;2535172;1167053;fr;01.07.2008
Goumoens-le-Jux;1376;03;5845;Goumoëns;5541;VD;100%;2534861;1168640;fr;01.07.2008
Oulens-sous-Echallens;1377;00;192;Oulens-sous-Echallens;5529;VD;100%;2534083;1166169;fr;01.07.2008
Yverdon-les-Bains;1400;00;592;Yverdon-les-Bains;5938;VD;100%;2539044;1181076;fr;01.07.2008
Cheseaux-Noréaz;1400;05;5617;Cheseaux-Noréaz;5909;VD;99.56%;2541337;1181387;fr;01.07.2008
Cheseaux-Noréaz;1400;05;5617;Cuarny;5911;VD;0.45%;2541529;1180733;fr;01.07.2008
Cuarny;1404;00;625;Cuarny;5911;VD;100%;2542753;1180184;fr;01.07.2008
Villars-Epeney;1404;02;5885;Villars-Epeney;5935;VD;100%;2543333;1181464;fr;01.07.2008
Pomy;1405;00;617;Pomy;5926;VD;100%;2541139;1179130;fr;01.07.2008
Cronay;1406;00;618;Cronay;5910;VD;100%;2543338;1178642;fr;01.07.2008
Donneloye;1407;00;619;Donneloye;5913;VD;100%;2544757;1177323;fr;01.07.2008
Gossens;1407;02;5880;Donneloye;5913;VD;100%;2543656;1176887;fr;01.07.2008
Mézery-près-Donneloye;1407;03;5882;Donneloye;5913;VD;100%;2545648;1177759;fr;01.07.2008
Bioley-Magnoux;1407;04;212;Bioley-Magnoux;5903;VD;100%;2544374;1175234;fr;01.07.2008
Prahins;1408;00;620;Donneloye;5913;VD;100%;2546599;1176196;fr;01.07.2008
Chanéaz;1409;00;621;Montanaire;5693;VD;100%;2546815;1175571;fr;01.07.2008
Thierrens;1410;00;219;Montanaire;5693;VD;100%;2547737;1172694;fr;01.07.2008
Correvon;1410;02;5855;Montanaire;5693;VD;100%;2546410;1174089;fr;01.07.2008
Denezy;1410;03;711;Montanaire;5693;VD;100%;2550003;1174646;fr;01.07.2008
Prévondavaux;1410;04;5775;Prévondavaux;2038;FR;100%;2550757;1175419;fr;01.07.2008
St-Cierges;1410;05;238;Montanaire;5693;VD;100%;2546176;1171125;fr;01.07.2008
Valeyres-sous-Ursins;1412;00;622;Valeyres-sous-Ursins;5934;VD;100%;2540101;1177431;fr;01.07.2008
Ursins;1412;02;5884;Ursins;5932;VD;100%;2541152;1176300;fr;01.07.2008
Orzens;1413;00;623;Orzens;5925;VD;100%;2542214;1174982;fr;01.07.2008
Molondin;1415;00;632;Molondin;5921;VD;100%;2547344;1179030;fr;01.07.2008
Démoret;1415;02;5877;Démoret;5912;VD;100%;2547887;1177560;fr;01.07.2008
Pailly;1416;00;608;Pailly;5530;VD;100%;2541510;1172396;fr;01.07.2008
Essertines-sur-Yverdon;1417;00;607;Essertines-sur-Yverdon;5520;VD;100%;2538983;1174163;fr;01.07.2008
Epautheyres;1417;02;195;Essertines-sur-Yverdon;5520;VD;100%;2539161;1176689;fr;01.07.2008
Vuarrens;1418;00;609;Vuarrens;5539;VD;100%;2539484;1171021;fr;01.07.2008
Fiez;1420;00;610;Fiez;5556;VD;100%;2537868;1186669;fr;01.07.2008
Fontaines-sur-Grandson;1421;00;611;Fontaines-sur-Grandson;5557;VD;100%;2537490;1187468;fr;01.07.2008
Grandevent;1421;02;5848;Grandevent;5560;VD;100%;2536498;1187924;fr;01.07.2008
Grandson;1422;00;633;Grandson;5561;VD;100%;2538929;1184210;fr;01.07.2008
Villars-Burquin;1423;00;612;Tévenon;5571;VD;100%;2538189;1188806;fr;01.07.2008
Fontanezier;1423;02;630;Tévenon;5571;VD;74.70%;2540121;1189556;fr;01.07.2008
Fontanezier;1423;02;630;Bonvillars;5551;VD;25.30%;2541056;1190242;fr;01.07.2008
Romairon;1423;03;5850;Tévenon;5571;VD;100%;2539213;1189149;fr;01.07.2008
Vaugondry;1423;04;5851;Tévenon;5571;VD;100%;2538844;1188710;fr;01.07.2008
Champagne;1424;00;627;Champagne;5553;VD;100%;2540405;1187062;fr;01.07.2008
Onnens VD;1425;00;636;Onnens (VD);5565;VD;100%;2542784;1187793;fr;01.07.2008
Concise;1426;00;637;Concise;5554;VD;100%;2545245;1189360;fr;01.07.2008
Corcelles-près-Concise;1426;01;638;Corcelles-près-Concise;5555;VD;100%;2544339;1188557;fr;01.07.2008
Bonvillars;1427;00;626;Bonvillars;5551;VD;100%;2541435;1187768;fr;01.07.2008
Provence;1428;01;6192;Provence;5566;VD;100%;2545235;1193700;fr;01.07.2008
Mutrux;1428;02;5849;Mutrux;5563;VD;100%;2545752;1192650;fr;01.07.2008
Giez;1429;00;614;Giez;5559;VD;100%;2537279;1184904;fr;01.07.2008
Orges;1430;00;615;Orges;5924;VD;100%;2535058;1184508;fr;01.07.2008
Vugelles-La Mothe;1431;00;616;Vugelles-La Mothe;5937;VD;100%;2534031;1186069;fr;01.07.2008
Novalles;1431;02;629;Novalles;5564;VD;100%;2535715;1186744;fr;01.07.2008
Belmont-sur-Yverdon;1432;00;643;Belmont-sur-Yverdon;5902;VD;100%;2537761;1177400;fr;01.07.2008
Gressy;1432;02;5881;Yverdon-les-Bains;5938;VD;100%;2538864;1178085;fr;01.07.2008
Suchy;1433;00;644;Suchy;5929;VD;100%;2535817;1175028;fr;01.07.2008
Ependes VD;1434;00;645;Ependes (VD);5914;VD;100%;2536534;1177261;fr;01.07.2008
Essert-Pittet;1435;00;646;Chavornay;5749;VD;100%;2534566;1175509;fr;01.07.2008
Treycovagnes;1436;00;648;Treycovagnes;5931;VD;100%;2536846;1180872;fr;01.07.2008
Chamblon;1436;02;5876;Chamblon;5904;VD;100%;2536414;1181096;fr;01.07.2008
Suscévaz;1437;00;649;Suscévaz;5930;VD;100%;2534408;1179645;fr;01.07.2008
Mathod;1438;00;650;Mathod;5919;VD;100%;2533201;1179858;fr;01.07.2008
Rances;1439;00;581;Rances;5760;VD;100%;2530660;1179423;fr;01.07.2008
Valeyres-sous-Montagny;1441;00;654;Valeyres-sous-Montagny;5933;VD;100%;2536826;1183356;fr;01.07.2008
Montagny-près-Yverdon;1442;00;655;Montagny-près-Yverdon;5922;VD;100%;2537003;1182613;fr;01.07.2008
Champvent;1443;00;656;Champvent;5905;VD;99.63%;2533854;1181664;fr;01.07.2008
Champvent;1443;00;656;Vuiteboeuf;5766;VD;0.37%;2533895;1183134;fr;01.07.2008
Essert-sous-Champvent;1443;02;5878;Champvent;5905;VD;100%;2534812;1182758;fr;01.07.2008
Villars-sous-Champvent;1443;03;5879;Champvent;5905;VD;100%;2534882;1181885;fr;01.07.2008
Vuiteboeuf;1445;00;658;Vuiteboeuf;5766;VD;98.44%;2532393;1184305;fr;01.07.2008
Vuiteboeuf;1445;00;658;Sainte-Croix;5568;VD;1.56%;2532313;1184967;fr;01.07.2008
Baulmes;1446;00;659;Baulmes;5745;VD;100%;2530016;1182501;fr;01.07.2008
Ste-Croix;1450;00;660;Sainte-Croix;5568;VD;100%;2528587;1186124;fr;01.07.2008
La Sagne (Ste-Croix);1450;02;663;Sainte-Croix;5568;VD;100%;2528216;1185315;fr;01.07.2008
Le Château-de-Ste-Croix;1450;03;667;Sainte-Croix;5568;VD;100%;2530775;1185725;fr;01.07.2008
Les Rasses;1452;00;665;Bullet;5552;VD;84.83%;2531437;1186882;fr;01.07.2008
Les Rasses;1452;00;665;Sainte-Croix;5568;VD;15.17%;2530633;1186655;fr;01.07.2008
Bullet;1453;00;666;Bullet;5552;VD;96.94%;2532517;1187088;fr;01.07.2008
Bullet;1453;00;666;Fiez;5556;VD;2.59%;2533036;1191133;fr;01.07.2008
Bullet;1453;00;666;Grandevent;5560;VD;0.47%;2535342.189;1188632.045;fr;01.07.2008
Mauborget;1453;02;613;Mauborget;5562;VD;80.53%;2537250;1189769;fr;01.07.2008
Mauborget;1453;02;613;Tévenon;5571;VD;9.47%;2538319;1191580;fr;01.07.2008
Mauborget;1453;02;613;Fontaines-sur-Grandson;5557;VD;7.90%;2535232;1191138;fr;01.07.2008
Mauborget;1453;02;613;Grandevent;5560;VD;2.11%;2535680;1188958;fr;01.07.2008
L'Auberson;1454;00;664;Sainte-Croix;5568;VD;99.37%;2525484;1185831;fr;01.07.2008
L'Auberson;1454;00;664;Baulmes;5745;VD;0.63%;2524354;1184432;fr;01.07.2008
La Vraconnaz;1454;02;1355;Sainte-Croix;5568;VD;100%;2527186;1188164;fr;01.07.2008
Yvonand;1462;00;669;Yvonand;5939;VD;100%;2546936;1183328;fr;01.07.2008
Rovray;1463;00;672;Rovray;5928;VD;100%;2548769;1182014;fr;01.07.2008
Chavannes-le-Chêne;1464;00;673;Chavannes-le-Chêne;5907;VD;100%;2549593;1180818;fr;01.07.2008
Chêne-Pâquier;1464;02;674;Chêne-Pâquier;5908;VD;100%;2548815;1180154;fr;01.07.2008
Cheyres;1468;00;675;Cheyres-Châbles;2055;FR;100%;2550381;1185431;fr;01.07.2008
Estavayer-le-Lac;1470;00;680;Estavayer;2054;FR;99.91%;2554941;1188724;fr;01.07.2008
Estavayer-le-Lac;1470;00;680;Lully (FR);2025;FR;0.09%;2555014;1187631;fr;01.07.2008
Lully FR;1470;02;5771;Lully (FR);2025;FR;100%;2554716;1187096;fr;01.07.2008
Seiry;1470;03;5777;Lully (FR);2025;FR;100%;2553680;1184906;fr;01.07.2008
Bollion;1470;04;5762;Lully (FR);2025;FR;100%;2553306;1185381;fr;01.07.2008
Font;1473;00;681;Estavayer;2054;FR;100%;2552954;1187464;fr;01.07.2008
Châtillon FR;1473;02;5765;Châtillon (FR);2008;FR;100%;2553655;1186931;fr;01.07.2008
Châbles FR;1474;00;682;Cheyres-Châbles;2055;FR;100%;2551813;1185912;fr;01.07.2008
Autavaux;1475;00;752;Estavayer;2054;FR;100%;2557364;1190478;fr;01.07.2008
Forel FR;1475;02;5766;Estavayer;2054;FR;100%;2558181;1191481;fr;01.07.2008
Montbrelloz;1475;03;5772;Estavayer;2054;FR;100%;2557756;1189496;fr;01.07.2008
Cugy FR;1482;00;692;Cugy (FR);2011;FR;100%;2558146;1184902;fr;01.07.2008
Montet (Broye);1483;00;691;Les Montets;2050;FR;100%;2556489;1185155;fr;01.07.2008
Frasses;1483;02;5768;Les Montets;2050;FR;100%;2556159;1186321;fr;01.07.2008
Vesin;1483;03;5780;Cugy (FR);2011;FR;100%;2556736;1184337;fr;01.07.2008
Aumont;1484;00;694;Les Montets;2050;FR;100%;2555097;1183290;fr;01.07.2008
Granges-de-Vesin;1484;02;5770;Les Montets;2050;FR;100%;2554494;1184607;fr;01.07.2008
Nuvilly;1485;00;695;Nuvilly;2035;FR;95.28%;2553836;1181541;fr;01.07.2008
Nuvilly;1485;00;695;Valbroye;5831;VD;4.72%;2554327;1180698;fr;01.07.2008
Vuissens;1486;00;696;Estavayer;2054;FR;100%;2548484;1176412;fr;01.07.2008
Murist;1489;00;699;Estavayer;2054;FR;100%;2552061;1182674;fr;01.07.2008
Vucherens;1509;00;246;Vucherens;5692;VD;100%;2549363;1163993;fr;01.07.2008
Moudon;1510;00;700;Moudon;5678;VD;99.89%;2550927;1168917;fr;01.07.2008
Moudon;1510;00;700;Chavannes-sur-Moudon;5665;VD;0.11%;2552858;1168940;fr;01.07.2008
Syens;1510;02;247;Syens;5688;VD;100%;2549543;1166280;fr;01.07.2008
Chavannes-sur-Moudon;1512;00;705;Chavannes-sur-Moudon;5665;VD;100%;2551861;1167471;fr;01.07.2008
Hermenches;1513;00;706;Hermenches;5673;VD;99.20%;2547949;1165747;fr;01.07.2008
Hermenches;1513;00;706;Corcelles-le-Jorat;5785;VD;0.80%;2546863;1163775;fr;01.07.2008
Rossenges;1513;02;5859;Rossenges;5684;VD;100%;2549259;1167129;fr;01.07.2008
Bussy-sur-Moudon;1514;00;707;Bussy-sur-Moudon;5663;VD;100%;2551901;1170715;fr;01.07.2008
Villars-le-Comte;1515;00;709;Villars-le-Comte;5690;VD;100%;2551095;1173472;fr;01.07.2008
Neyruz-sur-Moudon;1515;01;710;Montanaire;5693;VD;100%;2550211;1172062;fr;01.07.2008
Curtilles;1521;00;713;Curtilles;5669;VD;100%;2554896;1172218;fr;01.07.2008
Lucens;1522;00;712;Lucens;5675;VD;100%;2553982;1173100;fr;01.07.2008
Oulens-sur-Lucens;1522;09;708;Lucens;5675;VD;100%;2551830;1172720;fr;01.07.2008
Granges-près-Marnand;1523;00;715;Valbroye;5831;VD;100%;2557863;1179183;fr;01.07.2008
Marnand;1524;00;782;Valbroye;5831;VD;100%;2558829;1178571;fr;01.07.2008
Henniez;1525;00;781;Henniez;5819;VD;100%;2557555;1176897;fr;01.07.2008
Seigneux;1525;02;5872;Valbroye;5831;VD;93.97%;2556979;1175391;fr;01.07.2008
Seigneux;1525;02;5872;Surpierre;2044;FR;6.03%;2556014.567;1175387.322;fr;01.07.2008
Forel-sur-Lucens;1526;00;730;Lucens;5675;VD;100%;2552887;1175351;fr;01.07.2008
Cremin;1526;02;731;Lucens;5675;VD;100%;2554428;1175171;fr;01.07.2008
Villeneuve FR;1527;00;716;Surpierre;2044;FR;100%;2556447;1177478;fr;01.07.2008
Surpierre;1528;00;717;Surpierre;2044;FR;100%;2555700;1177376;fr;01.07.2008
Praratoud;1528;02;5774;Surpierre;2044;FR;100%;2554718;1176207;fr;01.07.2008
Cheiry;1529;00;718;Surpierre;2044;FR;100%;2554007;1177899;fr;01.07.2008
Payerne;1530;00;720;Payerne;5822;VD;100%;2561811;1185650;fr;01.07.2008
Fétigny;1532;00;726;Fétigny-Ménières;2056;FR;100%;2559970;1183014;fr;01.07.2008
Ménières;1533;00;727;Fétigny-Ménières;2056;FR;100%;2557388;1181476;fr;01.07.2008
Sassel;1534;00;728;Valbroye;5831;VD;94.68%;2555616;1180742;fr;01.07.2008
Sassel;1534;00;728;Les Montets;2050;FR;5.32%;2555936;1181943;fr;01.07.2008
Chapelle (Broye);1534;02;5764;Surpierre;2044;FR;100%;2555086;1179910;fr;01.07.2008
Combremont-le-Grand;1535;00;743;Valbroye;5831;VD;100%;2552662;1179158;fr;01.07.2008
Combremont-le-Petit;1536;00;729;Valbroye;5831;VD;100%;2551838;1177724;fr;01.07.2008
Champtauroz;1537;00;697;Champtauroz;5812;VD;100%;2550386;1179019;fr;01.07.2008
Treytorrens (Payerne);1538;00;698;Treytorrens (Payerne);5828;VD;100%;2551245;1180279;fr;01.07.2008
Bussy FR;1541;00;693;Estavayer;2054;FR;100%;2557871;1187336;fr;01.07.2008
Morens FR;1541;02;5773;Estavayer;2054;FR;100%;2559378;1188230;fr;01.07.2008
Sévaz;1541;03;5778;Sévaz;2043;FR;100%;2556892;1187615;fr;01.07.2008
Rueyres-les-Prés;1542;00;732;Estavayer;2054;FR;100%;2560081;1189933;fr;01.07.2008
Grandcour;1543;00;733;Grandcour;5817;VD;100%;2561156;1191330;fr;01.07.2008
Gletterens;1544;00;734;Gletterens;2022;FR;100%;2561666;1194561;fr;01.07.2008
Chevroux;1545;00;735;Chevroux;5813;VD;100%;2559282;1193301;fr;01.07.2008
Vers-chez-Perrin;1551;00;736;Payerne;5822;VD;100%;2562314;1183178;fr;01.07.2008
Trey;1552;00;737;Trey;5827;VD;100%;2560549;1180108;fr;01.07.2008
Châtonnaye;1553;00;738;Châtonnaye;2068;FR;100%;2561778;1178085;fr;01.07.2008
Sédeilles;1554;00;739;Villarzel;5830;VD;100%;2561396;1177584;fr;01.07.2008
Rossens VD;1554;02;5871;Villarzel;5830;VD;100%;2560621;1176192;fr;01.07.2008
Villarzel;1555;00;740;Villarzel;5830;VD;100%;2559816;1177545;fr;01.07.2008
Corcelles-près-Payerne;1562;00;744;Corcelles-près-Payerne;5816;VD;99.45%;2563530;1186800;fr;01.07.2008
Corcelles-près-Payerne;1562;00;744;Montagny (FR);2029;FR;0.31%;2563857;1186353;fr;01.07.2008
Corcelles-près-Payerne;1562;00;744;Payerne;5822;VD;0.23%;2562437;1188130;fr;01.07.2008
Dompierre FR;1563;00;745;Belmont-Broye;2053;FR;100%;2565759;1189086;fr;01.07.2008
Domdidier;1564;00;746;Belmont-Broye;2053;FR;99.89%;2567693;1190497;fr;01.07.2008
Domdidier;1564;00;746;Avenches;5451;VD;0.11%;2567438;1191698;fr;01.07.2008
Missy;1565;00;751;Missy;5821;VD;100%;2564205;1192145;fr;01.07.2008
Vallon;1565;02;5779;Vallon;2045;FR;100%;2563011;1192358;fr;01.07.2008
